Year,Date,Island,Island Number,Observer 1,Observer 2,Observer 3,Observer 4,Start time,End time,Total time (h:mm),Starting location,Lat,Long,Ending location,Lat,Long,Beaufort,Temp,Cloud,Wind (knots),Precip,Point or Transect,Location,SPECIES_CO,SPECIES,TAX_NO,On water,Flying,"Cliff/rock -      TUPU = all, Other Sp. = non-nesting",Cliff/Rock0-0Other0Sp0-0nest0only, TUPU Burrow Entry/Nest,TUPU Burrow Exit,All Sp. Carrying Fish,Total,More detail?,Notes
2014,7/16/2014,Carroll Island,155010,Scott Pearson,Peter Hodum,,,9:10,9:45,0:35,East,,,West,,,2,58,2,6,n,p,,TUPU,Tufted Puffin,120,13,18,52,0,0,0,0,83,,
2009,6/18/2009,Willoughby,174017,"Olafson, T.","Snider, I.","Spees, A. ",,12:12,12:32,0:20,,47.60138889,-124.4569444,,,,1,75,2,,N,,,BRAC,Brandt's Cormorant,1220,0,0,68,0,0,0,0,68,,
2009,6/18/2009,Willoughby,174017,"Olafson, T.","Snider, I.","Spees, A. ",,12:12,12:32,0:20,,47.60138889,-124.4569444,,,,1,75,2,,N,,,BRPE,Brown Pelican,,0,0,327,0,0,0,0,327,,
2009,6/18/2009,Willoughby,174017,"Olafson, T.","Snider, I.","Spees, A. ",,12:12,12:32,0:20,,47.60138889,-124.4569444,,,,1,75,2,,N,,,COMU,Common Murre,300,18,7,0,0,0,0,0,25,,
2009,6/18/2009,Willoughby,174017,"Olafson, T.","Snider, I.","Spees, A. ",,12:12,12:32,0:20,,47.60138889,-124.4569444,,,,1,75,2,,N,,,Crow,Crow,,0,0,1,0,0,0,0,1,,
2009,6/18/2009,Willoughby,174017,"Olafson, T.","Snider, I.","Spees, A. ",,12:12,12:32,0:20,,47.60138889,-124.4569444,,,,1,75,2,,N,,,GULL,Gull spp.,534,0,0,23,0,0,0,0,23,,
2009,6/18/2009,Willoughby,174017,"Olafson, T.","Snider, I.","Spees, A. ",,12:12,12:32,0:20,,47.60138889,-124.4569444,,,,1,75,2,,N,,,PECO,Pelagic Cormorant,1230,0,0,70,0,0,0,0,70,,
2009,6/18/2009,Willoughby,174017,"Olafson, T.","Snider, I.","Spees, A. ",,12:12,12:32,0:20,,47.60138889,-124.4569444,,,,1,75,2,,N,,,PIGU,Pigeon Guillemot,290,7,0,7,0,0,0,0,14,,
2014,7/16/2014,Carroll Island,155010,Scott Pearson,Peter Hodum,,,9:10,9:45,0:35,East,,,West,,,2,58,2,6,n,p,,TUPU,Tufted Puffin,120,0,0,2,0,0,0,0,2,,
2009,6/22/2009,Alexander Island,174010,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,47.80638889,-124.5966667,,,,2,,2,,N,,,BRPE,Brown Pelican,,0,0,7,0,0,0,0,7,,
2009,6/22/2009,Alexander Island,174010,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,47.80638889,-124.5966667,,,,2,,2,,N,,,COMU,Common Murre,300,2,0,0,0,0,0,0,2,,
2009,6/22/2009,Alexander Island,174010,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,47.80638889,-124.5966667,,,,2,,2,,N,,,DCCO,Double-crested Commorant,1200,0,0,8,0,0,0,0,8,,
2009,6/22/2009,Alexander Island,174010,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,47.80638889,-124.5966667,,,,2,,2,,N,,,GULL,Gull spp.,534,0,0,78,0,0,0,0,78,,
2009,6/22/2009,Alexander Island,174010,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,47.80638889,-124.5966667,,,,2,,2,,N,,,PECO,Pelagic Cormorant,1230,0,0,72,0,0,0,0,72,,
2009,6/22/2009,Alexander Island,174010,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,47.80638889,-124.5966667,,,,2,,2,,N,,,PIGU,Pigeon Guillemot,290,45,0,0,0,0,0,0,45,,
2014,7/30/2014,Carroll Island,155010,Sue Thomas,Brian Root,Lorenz Sollmann,,10:35,11:10,0:35,NE,48.004237,-124.722283,W,48.004438,-124.725926,1,60,3,,n,p,NE,TUPU,Tufted Puffin,120,26,39,81,0,5,25,0,146,,
2009,6/22/2009,Rounded Island,174007,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.03555556,-124.5844444,,,,2,,2,,N,,,COMU,Common Murre,300,1,0,0,0,0,0,0,1,,
2009,6/22/2009,Rounded Island,174007,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.03555556,-124.5844444,,,,2,,2,,N,,,DCCO,Double-crested Commorant,1200,0,0,14,0,0,0,0,14,,
2009,6/22/2009,Rounded Island,174007,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.03555556,-124.5844444,,,,2,,2,,N,,,GULL,Gull spp.,534,0,0,50,0,0,0,0,50,,
2009,6/22/2009,Rounded Island,174007,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.03555556,-124.5844444,,,,2,,2,,N,,,PECO,Pelagic Cormorant,1230,0,0,56,0,0,0,0,56,,
2009,6/22/2009,Rounded Island,174007,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.03555556,-124.5844444,,,,2,,2,,N,,,PIGU,Pigeon Guillemot,290,7,0,0,0,0,0,0,7,,
2009,6/22/2009,Rounded Island,174007,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.03555556,-124.5844444,,,,2,,2,,N,,,SUSC,Surf Scoter,,7,0,0,0,0,0,0,7,,
2014,7/30/2014,Carroll Island,155010,Sue Thomas,Brian Root,Lorenz Sollmann,,10:35,11:10,0:35,NE,48.004237,-124.722283,W,48.004438,-124.725926,1,60,3,,n,t,NE-S-W,TUPU,Tufted Puffin,120,26,0,0,0,0,0,0,26,,
2009,6/23/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.02805556,-124.6991667,,,,1,58,3,,N,,,BLOY,Black Oystercatcher,2870,0,0,3,0,0,0,0,3,,
2009,6/23/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.02805556,-124.6991667,,,,1,58,3,,N,,,COMU,Common Murre,300,0,0,0,0,0,0,0,0,,
2009,6/23/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.02805556,-124.6991667,,,,1,58,3,,N,,,DCCO,Double-crested Commorant,1200,0,0,22,0,0,0,0,22,,
2009,6/23/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.02805556,-124.6991667,,,,1,58,3,,N,,,GULL,Gull spp.,534,0,0,26,0,0,0,0,26,,
2009,6/23/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.02805556,-124.6991667,,,,1,58,3,,N,,,PECO,Pelagic Cormorant,1230,0,0,35,0,0,0,0,35,,
2009,6/23/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.02805556,-124.6991667,,,,1,58,3,,N,,,PIGU,Pigeon Guillemot,290,3,0,0,0,0,0,0,3,,
2014,7/30/2014,Carroll Island,155010,Sue Thomas,Brian Root,Lorenz Sollmann,,10:35,11:10,0:35,NE,48.004237,-124.722283,W,48.004438,-124.725926,1,60,3,,n,p,W,TUPU,Tufted Puffin,120,0,9,6,0,4,5,0,15,,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,COMU,Common Murre,300,59,48,105,0,0,0,0,212,West,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,COMU,Common Murre,300,0,0,140,0,0,0,0,140,North,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,COMU,Common Murre,300,17,8,10,0,0,0,0,35,South,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,COMU,Common Murre,300,0,0,11,0,0,0,0,11,East,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,DCCO,Double-crested Commorant,1200,0,0,2,0,0,0,0,2,,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,GULL,Gull spp.,534,0,0,72,0,0,0,0,72,,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,PECO,Pelagic Cormorant,1230,0,0,26,0,0,0,0,26,,
2009,7/1/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.10888889,-124.7361111,,,,1,70,0,,N,,,PIGU,Pigeon Guillemot,290,5,0,0,0,0,0,0,5,,
2015,7/8/2015,Carroll Island,155010,Drew Schwitters,Nick Metheny,Erin Stehr,,9:37,10:17,0:40,NE,48.005367,-124.72105,SE,48.00325,-124.722967,1,62,3,,D,P,E,TUPU,Tufted Puffin,120,0,16,9,0,6,1,2,25,,"3 ft swell at 8 seconds, PEFA landed during E survey"
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,BAEA,Bald Eagle,,0,0,1,0,0,0,0,1,,
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,BLOY,Black Oystercatcher,2870,0,0,2,0,0,0,0,2,,
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,COMU,Common Murre,300,0,8,0,0,0,0,0,8,,
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,DCCO,Double-crested Commorant,1200,0,0,5,0,0,0,0,5,,
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,GBHE,Great Blue Heron,,0,0,1,0,0,0,0,1,,
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,GULL,Gull spp.,534,0,0,65,0,0,0,0,65,,
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,PECO,Pelagic Cormorant,1230,0,0,110,0,0,0,0,110,,
2009,7/2/2009,White Rock,156016,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.17111111,-124.9388889,,,,1,70,0,,N,,,PIGU,Pigeon Guillemot,290,17,0,0,0,0,0,0,17,,
2015,7/8/2015,Carroll Island,155010,Drew Schwitters,Nick Metheny,Erin Stehr,,9:37,10:17,0:40,NE,48.005367,-124.72105,SE,48.00325,-124.722967,1,62,3,,D,T,,TUPU,Tufted Puffin,120,0,4,2,0,2,0,0,6,,"3 ft swell at 8 seconds, PEFA landed during E survey"
2009,7/7/2009,Tatoosh Island,155001,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.49361111,-124.9675,,,,1,70,3,,R,,,BAEA,Bald Eagle,,0,0,3,0,0,0,0,3,,
2009,7/7/2009,Tatoosh Island,155001,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.49361111,-124.9675,,,,1,70,3,,R,,,BLOY,Black Oystercatcher,2870,0,0,1,0,0,0,0,1,,
2009,7/7/2009,Tatoosh Island,155001,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.49361111,-124.9675,,,,1,70,3,,R,,,COMU,Common Murre,300,710,295,1182,0,0,0,0,2187,,
2009,7/7/2009,Tatoosh Island,155001,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.49361111,-124.9675,,,,1,70,3,,R,,,DCCO,Double-crested Commorant,1200,0,0,10,0,0,0,0,10,,
2009,7/7/2009,Tatoosh Island,155001,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.49361111,-124.9675,,,,1,70,3,,R,,,GULL,Gull spp.,534,0,0,661,0,0,0,0,661,,
2009,7/7/2009,Tatoosh Island,155001,"Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.49361111,-124.9675,,,,1,70,3,,R,,,PIGU,Pigeon Guillemot,290,0,0,42,0,0,0,0,42,,
2015,7/8/2015,Carroll Island,155010,Drew Schwitters,Nick Metheny,Erin Stehr,,9:37,10:17,0:40,NE,48.005367,-124.72105,SE,48.00325,-124.722967,1,62,3,,D,P,SE,TUPU,Tufted Puffin,120,0,18,19,0,10,3,4,37,,"3 ft swell at 8 seconds, PEFA landed during E survey"
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.33666667,-125.0013889,,,,2,,3,,N,,,BAEA,Bald Eagle,,0,0,1,0,0,0,0,1,,
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.33666667,-125.0013889,,,,2,,3,,N,,,GULL,Gull spp.,534,0,0,106,0,0,0,0,106,,
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.33666667,-125.0013889,,,,2,,3,,N,,,PECO,Pelagic Cormorant,1230,0,0,14,0,0,0,0,14,,
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.33666667,-125.0013889,,,,2,,3,,N,,,PIGU,Pigeon Guillemot,290,18,0,0,0,0,0,0,18,,
2015,7/15/2015,Carroll Island,155010,Drew Schwitters,Nick Metheny,Erin Stehr,,8:58,9:33,0:35,N,48.009149,-124.719997,SE,48.0032,-124.723,2,65,2,,N,P,NE,TUPU,Tufted Puffin,120,35,9,69,0,5,0,3,113,,4 ft swell at 10 seconds
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.36833333,-125.0044444,,,,2,,3,,N,,,COMU,Common Murre,300,0,1,0,0,0,0,0,1,,
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.36833333,-125.0044444,,,,2,,3,,N,,,GULL,Gull spp.,534,0,0,10,0,0,0,0,10,,
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.36833333,-125.0044444,,,,2,,3,,N,,,PECO,Pelagic Cormorant,1230,0,0,38,0,0,0,0,38,,
2009,7/22/2009,Bodelteh Complex,"155058, 59","Olafson, T.","Snider, I.","Spees, A. ",,,,,,48.36833333,-125.0044444,,,,2,,3,,N,,,PIGU,Pigeon Guillemot,290,13,0,0,0,0,0,0,13,,
2015,7/15/2015,Carroll Island,155010,Drew Schwitters,Nick Metheny,Erin Stehr,,8:58,9:33,0:35,N,48.009149,-124.719997,SE,48.0032,-124.723,2,65,2,,N,P,SE,TUPU,Tufted Puffin,120,0,13,14,0,0,0,3,27,,4 ft swell at 10 seconds
2016,8/2/2016,Carroll Island,155010,Corey VanStratt,Drew Schwitters,,,10:18,10:56,0:39,SE,48.00329,-124.72243,W,48.00488,-124.72617,1,52,3,,N,P,SE,TUPU,Tufted Puffin,120,9,10,23,0,0,0,1,42,,"Light Chop, 3 foot swell at 10 seconds"
2009,7/28/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,14:20,,,,,,,,,1,80,0,,N,,,BLOY,Black Oystercatcher,2870,0,0,2,0,0,0,0,2,,
2009,7/28/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,14:20,,,,,,,,,1,80,0,,N,,,BRPE,Brown Pelican,,0,0,15,0,0,0,0,15,,
2009,7/28/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,14:20,,,,,,,,,1,80,0,,N,,,COMU,Common Murre,300,0,0,0,0,0,0,0,0,,
2009,7/28/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,14:20,,,,,,,,,1,80,0,,N,,,DCCO,Double-crested Commorant,1200,0,0,6,0,0,0,0,6,,
2009,7/28/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,14:20,,,,,,,,,1,80,0,,N,,,GULL,Gull spp.,534,0,0,65,0,0,0,0,65,,
2009,7/28/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,14:20,,,,,,,,,1,80,0,,N,,,PECO,Pelagic Cormorant,1230,0,0,79,0,0,0,0,79,,
2009,7/28/2009,Half Round Rock,174082,"Olafson, T.","Snider, I.","Spees, A. ",,14:20,,,,,,,,,1,80,0,,N,,,PIGU,Pigeon Guillemot,290,1,0,0,0,0,0,0,1,,
2009,7/28/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,15:53,16:00,0:07,,48.24916667,-124.7202778,,,,1,80,0,,N,,,COMU,Common Murre,300,0,0,443,0,0,0,0,443,,
2009,7/28/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,15:53,16:00,0:07,,48.24916667,-124.7202778,,,,1,80,0,,N,,,GULL,Gull spp.,534,0,0,58,0,0,0,0,58,,
2009,7/28/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,15:53,16:00,0:07,,48.24916667,-124.7202778,,,,1,80,0,,N,,,GULL,Gull spp.,534,1,0,0,0,0,0,0,1,,
2009,7/28/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,15:53,16:00,0:07,,48.24916667,-124.7202778,,,,1,80,0,,N,,,PECO,Pelagic Cormorant,1230,0,0,20,0,0,0,0,20,,
2016,8/2/2016,Carroll Island,155010,Corey VanStratt,Drew Schwitters,,,10:18,10:56,0:39,SE,48.00329,-124.72243,W,48.00488,-124.72617,1,52,3,,N,T,,TUPU,Tufted Puffin,120,14,5,1,0,0,0,0,20,,"Light Chop, 3 foot swell at 10 seconds"
2009,7/28/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,15:46,16:00,0:14,,48.13361111,-124.8730556,,,,1,80,0,,N,,,COMU,Common Murre,300,0,88,714,0,0,0,0,802,,
2009,7/28/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,15:46,16:00,0:14,,48.13361111,-124.8730556,,,,1,80,0,,N,,,GULL,Gull spp.,534,0,0,101,0,0,0,0,101,,
2009,7/28/2009,Huntington & Cakesosta,174049,"Olafson, T.","Snider, I.","Spees, A. ",,15:46,16:00,0:14,,48.13361111,-124.8730556,,,,1,80,0,,N,,,PECO,Pelagic Cormorant,1230,0,0,73,0,0,0,0,73,,
2016,8/2/2016,Carroll Island,155010,Corey VanStratt,Drew Schwitters,,,10:18,10:56,0:39,SE,48.00329,-124.72243,W,48.00488,-124.72617,1,52,3,,N,P,W ,TUPU,Tufted Puffin,120,0,4,11,0,0,0,1,15,,"Light Chop, 3 foot swell at 10 seconds"
2009,7/28/2009,Table Rock,174051,"Olafson, T.","Snider, I.","Spees, A. ",,15:43,15:51,0:08,,48.09888889,-124.6927778,,,,1,80,0,,F,,,COMU,Common Murre,300,297,134,347,0,0,0,0,778,,
2009,7/28/2009,Table Rock,174051,"Olafson, T.","Snider, I.","Spees, A. ",,15:43,15:51,0:08,,48.09888889,-124.6927778,,,,1,80,0,,F,,,GULL,Gull spp.,534,0,0,20,0,0,0,0,20,,
2009,7/28/2009,Table Rock,174051,"Olafson, T.","Snider, I.","Spees, A. ",,15:43,15:51,0:08,,48.09888889,-124.6927778,,,,1,80,0,,F,,,PECO,Pelagic Cormorant,1230,0,0,18,0,0,0,0,18,,
2009,7/28/2009,Table Rock,174051,"Olafson, T.","Snider, I.","Spees, A. ",,15:43,15:51,0:08,,48.09888889,-124.6927778,,,,1,80,0,,F,,,PIGU,Pigeon Guillemot,290,4,0,0,0,0,0,0,4,,
2007,7/18/2007,Castle Rock,156031,"Pearson, S. ","Hopey, M. ",,,7:05,7:22,0:17,,48.42138889,-122.8225,,,,2,,,,,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,BAEA,Bald Eagle,,0,3,2,0,0,0,0,5,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,BLOY,Black Oystercatcher,2870,0,2,3,0,0,0,0,5,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,BRAC,Brandt's Cormorant,1220,0,1,8,0,0,0,0,9,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,Crow,Crow,,0,0,7,0,0,0,0,7,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,DCCO,Double-crested Commorant,1200,0,0,2,0,0,0,0,2,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,GWGU,Glaucous-winged Gull,440,0,0,280,0,0,0,0,280,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,PECO,Pelagic Cormorant,1230,2,0,75,0,0,0,0,77,,
2010,5/12/2010,Bodelteh Complex,"155058, 59","Olafson, T.","Merrill, R.",,,10:50,11:26,0:36,location estimated from previous survey,48.17555556,-124.7583333,,,,1,58,3,,N,,,PIGU,Pigeon Guillemot,290,25,0,66,0,0,0,0,91,,
2007,6/21/2007,Colville Island,156032,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,18:30,19:05,0:35,,48.41527778,-122.8222222,,,,2,,,,,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,North and South Side
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,BAEA,Bald Eagle,,0,0,10,0,0,0,0,10,,
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,BLOY,Black Oystercatcher,2870,0,0,1,0,0,0,0,1,,
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,COMU,Common Murre,300,0,0,0,0,0,0,0,0,,
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,Crow,Crow,,0,0,7,0,0,0,0,7,,
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,GWGU,Glaucous-winged Gull,440,0,0,408,0,0,0,0,408,,
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,HADU,Harlequin Duck,,10,0,0,0,0,0,0,10,,
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,PECO,Pelagic Cormorant,1230,8,0,25,0,0,0,0,33,,
2010,5/12/2010,Tatoosh Island,155001,"Olafson, T.","Merrill, R.",,,9:02,9:50,0:48,,48.49361111,-124.9675,,,,1,57,2,,N,,,PIGU,Pigeon Guillemot,290,77,4,12,0,0,0,0,93,,
2007,7/18/2007,Colville Island,156032,"Pearson, S. ","Hopey, M. ",,,6:18,6:45,0:27,,48.41527778,-122.8222222,,,,2,,,,,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2010,5/18/2010,Carroll Island,155010,"Olafson, T.","Snider, I.",,,8:30,9:00,0:30,,48.03694444,-124.7997222,,,,3,60,3,,D,,,BRAC,Brandt's Cormorant,1220,0,0,13,0,0,0,0,13,,
2010,5/18/2010,Carroll Island,155010,"Olafson, T.","Snider, I.",,,8:30,9:00,0:30,,48.03694444,-124.7997222,,,,3,60,3,,D,,,COMU,Common Murre,300,0,0,1741,0,0,0,0,1741,,
2010,5/18/2010,Carroll Island,155010,"Olafson, T.","Snider, I.",,,8:30,9:00,0:30,,48.03694444,-124.7997222,,,,3,60,3,,D,,,GULL,Gull spp.,534,6,160,278,0,0,0,0,444,,
2010,5/18/2010,Carroll Island,155010,"Olafson, T.","Snider, I.",,,8:30,9:00,0:30,,48.03694444,-124.7997222,,,,3,60,3,,D,,,PECO,Pelagic Cormorant,1230,0,0,52,0,0,0,0,52,,
2010,5/18/2010,Carroll Island,155010,"Olafson, T.","Snider, I.",,,8:30,9:00,0:30,,48.03694444,-124.7997222,,,,3,60,3,,D,,,PIGU,Pigeon Guillemot,290,34,0,2,0,0,0,0,36,,
2008,6/25/2008,Colville Island,156032,"Pearson, S.","Hamel, N.","Hodum, P.",,10:00,11:15,1:15,E. side,,,,,,1,66,0,,N,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2010,5/18/2010,Jagged Island,174027,"Snider, I.","Merrill, R.",,,7:58,8:28,0:30,location estimated from previous survey,48.24,-124.8797222,,,,3,60,3,,D,,,BRAC,Brandt's Cormorant,1220,0,0,5,0,0,0,0,5,,
2010,5/18/2010,Jagged Island,174027,"Snider, I.","Merrill, R.",,,7:58,8:28,0:30,location estimated from previous survey,48.24,-124.8797222,,,,3,60,3,,D,,,COMU,Common Murre,300,0,0,1756,0,0,0,0,1756,,
2010,5/18/2010,Jagged Island,174027,"Snider, I.","Merrill, R.",,,7:58,8:28,0:30,location estimated from previous survey,48.24,-124.8797222,,,,3,60,3,,D,,,GULL,Gull spp.,534,0,90,1030,0,0,0,0,1120,,
2010,5/18/2010,Jagged Island,174027,"Snider, I.","Merrill, R.",,,7:58,8:28,0:30,location estimated from previous survey,48.24,-124.8797222,,,,3,60,3,,D,,,PECO,Pelagic Cormorant,1230,0,0,21,0,0,0,0,21,,
2010,5/18/2010,Jagged Island,174027,"Snider, I.","Merrill, R.",,,7:58,8:28,0:30,location estimated from previous survey,48.24,-124.8797222,,,,3,60,3,,D,,,PIGU,Pigeon Guillemot,290,0,0,16,0,0,0,0,16,,
2008,6/26/2008,Colville Island,156032,"Pearson, S.","Hamel, N.","Hodum, P.",,10:35,11:10,0:35,S. side,,,N. side,,,2,63,3,,N,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
