lngLocationID,strColonyCode,strColonyName,strColonyType,strCounty,strState,strCountry,strPFSubregion,strJurisdiction,strDescription,strLME,strUSFWSRefuge,dblLatitude,dblLongitude,dblDistanceToShore
2119,270-062,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Clusters of rocks at Hubbard Mound.  Originally included 270-062.1 and 270-062.2.  Not known why colony was separated.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.47981783,-124.4255447,115.5253273
2120,270-063,"""Hubbard Mound Rock""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Flat-topped rock 25' high, west and north of Hubbard Mound.  Originally included smaller rock to the west.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.48154376,-124.4405974,1271.023257
2121,270-060C,"""Hubbard Mound Reef Complex""",Colony Complex,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,COMPLEX includes 270-060 through 270-066.,California Current,,42.4875,-124.4316667,888.0950914
2122,270-061.2,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,Mainland colony.  40' high cliff at Geisel Monument Wayside.,California Current,,42.4918844,-124.4213979,0
2123,270-061,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Several clusters of rocks between Nesika Beach and Wakeman Beach.  Largest rock is flat-topped.,California Current,,42.49549258,-124.4237122,113.0679646
2124,270-061.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  First rocky headland south of Nesika Beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.49586665,-124.4224089,0
2125,270-060,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Two 12' high rocks offshore from Nesika Beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.49773625,-124.4404539,1465.945742
2126,270-059,Devils Backbone,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large rock connected to mainland south of O'Brien Creek.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.57743255,-124.3951122,10.21684162
2127,270-058.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Includes the taller (southern) rock of two rocks south of Colony 270-058,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.58410182,-124.3969646,175.0366751
2128,270-058.2,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Includes the larger (northern) rock of two rocks south of Colony 270-058.  Curry County.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.584872,-124.397386,160.6590686
2129,270-058,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Group of unvegetated rocks south of Frankport and north of O'Brien Creek.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.58895305,-124.3990322,54.96118361
2130,270-057,Sisters Rocks (Island),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"200' high rock south and west of 270-055 and 270-056.  Some vegetation, including grasses and ferns.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.59066229,-124.4086471,277.6618088
2131,270-056,Sisters Rocks (South Point),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,South and east of 270-055.  Connected to mainland.,California Current,,42.59141331,-124.4046281,6.212978689
2132,270-055,Sisters Rocks (North Point),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,Largest and northernmost of Sisters Rocks; connected to mainland.,California Current,,42.59331806,-124.4077029,7.654396528
2133,270-054.3,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Rock with soil and vegetation connected to mainland at low tide.  Just north of Sisters Rock north point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.5996789,-124.402458,12.32430034
2134,270-054.2,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small conical rock 15' high off southern end of Arizona Beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.61273485,-124.4038553,284.2748183
2135,270-054.1,Lookout Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  450' high rock spire connected to mainland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.62953435,-124.406022,0
2136,270-054,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Southernmost rock in group of four rocks north of Reinhart Creek.  35' tall.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.63790697,-124.4112816,179.6591864
2137,270-053,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Northwestern rock in group of 4 rocks north of Reinhart Creek.  35' tall.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.63842079,-124.4113563,165.174157
2138,270-052,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Innermost two rocks in a group of four rocks just north of Reinhart Creek.  Northern innermost is 75' tall; southern innermost is 35'tall.  Sparsely vegetated.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.6386154,-124.4106024,105.2462206
2139,270-051,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,30' high cone with sparse vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.64161975,-124.4143694,174.9710432
2141,270-050,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Group of mostly wash rocks off northernmost headland north of Reinhart Creek, just before beach begins.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.64444303,-124.4139443,64.98373648
2143,270-049,Island Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large 200' high rock approx. 1.5 miles offshore from Humbug Mtn.  Very little loose soil; diverse vegetation present.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.66694633,-124.4759332,2284.47925
2144,270-048C,"""Island Rock Complex""",Colony Complex,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,COMPLEX includes 270-048 and 270-049.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.6675,-124.4766667,2307.492354
2145,270-048,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock 75' high just northwest of Island Rock.  Little vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.66950212,-124.4776208,2284.885973
2147,270-047.3,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Group of two rocks on south side of Humbug Mountain.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.67261754,-124.4451097,58.53995403
2148,270-047.4,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Group of two rocks on south side of Humbug Mountain.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.674,-124.4482222,74.36799558
2149,270-047.2,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Largest rock at west end of Humbug Mountain.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.67538772,-124.4522233,130.5666871
2150,270-047.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Cliffs on north and west side of Humbug Mountain.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.67958849,-124.450296,0
2152,270-047,Redfish Rocks (Southern),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,75' high rock with sparse vegetation at east end.  Southernmost rock in Redfish Rocks group.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.69468494,-124.4743939,1510.274654
2153,270-046,Redfish Rocks (West Central),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,75' high unvegetated rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.69677912,-124.4767501,1583.900594
2154,270-043C,"""Redfish Rocks Complex""",Colony Complex,Curry County,Oregon,United States,Southern Oregon and Northern California,,COMPLEX includes 270-043 through 270-047.,California Current,,42.69833333,-124.4755556,1432.8946
2155,270-045,Redfish Rocks (East Central),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"125' high rock, sparsely vegetated.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.69890972,-124.4731712,1227.299353
2156,270-044,Redfish Rocks (Northwestern),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Northwesternmost rock in Redfish Rocks group.  90' tall with very sparse vegetation. Incorrectly described as 125' high.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.7010462,-124.4789001,1625.57917
2157,270-043,Redfish Rocks (Northern),Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Northernmost rock in Redfish Rocks group.  60' high pillar, very sparse vegetation.  Incorrectly described as 125' high.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.70227823,-124.4743484,1237.397464
2160,270-039,Tichenor Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"30' high, very sparsely-vegetated rock south of Hells Gate, Orford Heads.  Incorrectly described as 100' tall.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73052765,-124.5114335,208.3059739
2161,270-038,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small 40' high unvegetated rock just west of 270-037.2.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73291131,-124.5134484,54.79019488
2162,270-040,"""Hells Gate Finger""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Finger of rock projecting from Orford Heads; just north of Tichenor Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73305407,-124.510806,12.74104767
2163,270-042,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Unvegetated rock 40' high.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73309366,-124.4826234,405.0080959
2164,270-037.2,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,Large 110' high rock separated from mainland by narrow channel.  Sparse vegetation.,California Current,,42.73392467,-124.5126436,43.53993866
2165,270-041,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Sparsely-vegetated rock 40' high.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73422124,-124.4840608,363.711379
2167,270-040.6,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock just north of 270-041.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73518888,-124.4841582,287.5877087
2168,270-040.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,Mainland colony.  Cliffs extending from large cave NE of Hells Gate to Nellies Cove.,California Current,,42.73542256,-124.5086921,0
2169,270-037.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,,California Current,,42.73593874,-124.5141751,11.63551507
2170,270-040.2,"""Nellies Cove Rocks""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Three rocks in Nellies Cove.  Two north rocks connected to mainland by concrete wall.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73719689,-124.5073805,59.25173172
2171,270-040.3,Nellies Point,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Cliffs on west side of Nellies Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.73741106,-124.5063462,0
2172,270-040.4,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small 20' high unvegetated rock midway between Port Orford docks and Battle Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.74040569,-124.4960175,104.6594639
2173,270-040.5,Battle Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,"Large rock connected to mainland. Heavy vegetation including pines, coyote brush and poison oak.  Easily accessible.",California Current,,42.74153832,-124.4931422,16.31659736
2174,270-037,Klooqueh Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"75' high, very sparsely-vegetated rock west of Port Orford Heads.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.74177592,-124.5228832,539.2338243
2176,270-035,West Conical Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,60' high unvegetated rock. Incorrectly described as 150' tall.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.77741463,-124.6009384,6340.336495
2177,270-036,Arch Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,120' high sparsely-vegetated rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.77843531,-124.5973254,6023.732439
2178,270-034,Conical White Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,30' high unvegetated rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.78287023,-124.5997918,6060.596935
2179,270-029C,"""Orford Reef Complex""",Colony Complex,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,COMPLEX includes 270-029 through 270-036.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.78527778,-124.6002778,6010.572612
2180,270-033,Seal Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Unvegetated rock south of Best Rock; Steller sea lions often present.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.78697848,-124.5946143,5510.145849
2181,270-032,Square White Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"100' high, unvegetated rock.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.7882071,-124.6049378,6052.489048
2182,270-031,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,75' high rock adjacent to Best Rock on west side.  No vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.79067352,-124.5966638,5474.006202
2183,270-029,Best Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large rock in NE corner of the Orford Reef group.   Sparse vegetation on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.79076175,-124.5955776,5423.854484
2184,270-030,Long Brown Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large unvegetated rock in the NW corner of the Orford Reef group.  Steller sea lion rookery.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.79121656,-124.605989,5822.235605
2187,270-028,Needle Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,,125' high rock spire connected to mainland at low tide.  Patchy vegetation.,California Current,,42.83287454,-124.5582039,11.54843869
2188,270-027.5,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,40' high rock with sparse vegetation connected to southwest tip of Cape Blanco at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.83379998,-124.5653565,41.92670505
2189,270-027.4,"""Cape Blanco Southwest""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Cliffs on southwest corner of Cape Blanco.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.83489556,-124.5653167,0
2190,270-027.3,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Rock with arch west of Cape Blanco.  Accessible at low tides.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.83710798,-124.5684854,170.1245536
2191,270-027.2,"""Cape Blanco North""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Rock connected to north tip of Cape Blanco at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.84052368,-124.5649724,20.89958362
2192,270-027.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Unvegetated rock connected to mainland at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.84080491,-124.5537251,69.38145384
2193,270-027,Gull Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large group of rocks southwest of Castle Rock.  Patchy vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.85076182,-124.5572348,822.9046096
2196,270-025,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock farthest west of Castle Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.85591015,-124.5524992,651.5471814
2197,270-024C,"""Sixes River Complex""",Colony Complex,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,COMPLEX includes 270-024 through 270-026.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.85611111,-124.5491667,399.8875123
2198,270-024,Castle Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large rock at mouth of Sixes River.  Accessible at low tide.  Sparsely vegetated.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.85625172,-124.5474479,286.9350256
2199,270-026,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Group of rocks immediately west of (adjacent to) Castle Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.85653187,-124.5483501,365.2881191
2201,270-023.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,60' high rock near beach at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.86670543,-124.5373355,125.6435146
2202,270-022.1,"""Unnamed Colony""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Low rock southwest of Tower Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.87438474,-124.5465261,864.888186
2203,270-022C,"""Blacklock Point Complex""",Colony Complex,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,COMPLEX includes 270-022 and 270-023.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.87555556,-124.5402778,345.3651438
2204,270-022,"""Blacklock Point Rocks""",Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Group of rocks at tip of Blacklock Point, including one rock near shore well south of the point.  Excludes Tower Rock.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.87565772,-124.5378166,145.195939
2205,270-023,Tower Rock,Colony,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,113' high rock west of Blacklock Point.  Very sparse vegetation on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.87602626,-124.5442687,673.8713979
2208,270-021.2,"""Monkey Rock""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,30' pillar-like rock on southeast side of Haystack Rock.  Small amount of vegetation on top; accessible at mid- to low tides.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.0855438,-124.4382399,156.757032
2209,270-021,Haystack Rock,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Gently sloping rock 107' high covered with low vegetation.  Rodents present.  Coos County.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.08627432,-124.4388836,223.0709435
2210,270-021.1,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock northeast of Haystack Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.08673246,-124.4376913,155.3238721
2212,270-020.2,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,40' rocky spire southeast of Grave Point Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.10334136,-124.4352453,71.48136077
2213,270-020.3,Little Cathedral Rock,BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small island directly west of Grave Point Rock or Cathedral Rock (270-020.1).  Coos County. BLOY nesting on rock (locals call it Little Cathedral Rock) adjacent and to the west of Grave Point Rock (or Cathedral Rock).  Little Cathedral Rock at 43.104687,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.104646,-124.436816,112.2757276
2214,270-020.1,"""Grave Point Rock""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,70' high rock at Grave Point.  Deep sandy soil on top; covered with dense grasses and lupines.  Accessible from mainland at high tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.10489376,-124.4362569,59.21833295
2215,270-020.4,West Face Rock,BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small island west of Face Rock (270-020),California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.10528,-124.4431,595.8246269
2216,270-020,Face Rock,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,110' tall rock that resembles a human face in profile when viewed from the mainland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.10554336,-124.4419464,498.3156427
2217,270-019.1,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Flat-topped, 50' pillar with some vegetation on top.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.10680319,-124.4384336,211.0081209
2218,270-019.2,North Face Rock (Boot Rock),BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock north of Grave Point Rock or Cathedral Rock (270-020.1).  Coos County.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.107294,-124.436996,113.3526378
2219,270-019.3,Ship Rock,BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock north of North Face Rock (Boot Rock 270-019.2).  Coos County.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.1075,-124.4367,101.682273
2220,270-019,Cat and Kittens Rock,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Low-lying groups of rocks southwest of Coquille Point.  Tallest rock 45'.  No vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.10818757,-124.4441714,699.9575003
2221,270-013C,"""Coquille Point Rocks Complex""",Colony Complex,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,COMPLEX includes 270-013 through 270-020.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11166667,-124.4383333,235.4150988
2222,270-018,"""Elephant Rock""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Southernmost of three large rocks off w. tip of Coquille Point.  Deep soil, well-vegetated.  Connected to mainland by sand at low tide.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11291877,-124.438069,112.0978476
2223,270-017.2,Northeast Elephant Rock,BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock NE of Elephant Rock (270-018).,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.113646,-124.438006,75.47270649
2224,270-017.1,North Elephant Rock,BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock SE of 270-017.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11388341,-124.4390389,155.902325
2225,270-017,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Small rock WSW of Middle Coquille Point Rock.  No soil or vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11411868,-124.4399284,229.3069938
2226,270-016.1,Coquille Point,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Rock attached to mainland at tip of Coquille Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11413498,-124.4369557,8.435013423
2227,270-016,"""Middle Coquille Point Rock""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large rock (85' tall) directly west of tip of Coquille Point.  Soil and vegetation on top; connected to mainland at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11451957,-124.4387974,138.5293398
2228,270-015,"""North Coquille Point Rock""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Northernmost of 3 large rocks off tip of Coquille Point.  60' high, with no soil or vegetation.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11567406,-124.4410416,349.927751
2229,270-014.1,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Small, 15' high rock just west of Table Rock.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11789065,-124.4417006,536.2914815
2230,270-014,Table Rock,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large flat vegetated rock south of Coquille River mouth.  82' high.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.11807216,-124.4374713,286.0041548
2231,270-013,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Group of rocks between Coquille River south jetty and Table Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.119603,-124.4331803,154.8096023
2232,270-012.2,"""Moore Mill Warehouse""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Abandoned pilings and dock structure.,California Current,,43.12170734,-124.4104253,0
2233,270-012.1,"""Moore Mill Dock""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Abandoned dock at Moore Mill.,California Current,,43.12423626,-124.4089881,0
2235,270-012.3,Five Mile Point Offshore,BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Group of rocks offshore of File Mile Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.21889,-124.4006,268.7046117
2236,270-012,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Bluffs approx. 1/4 mile north of north end of Sacchi Beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.27689144,-124.3873957,0
2237,270-011,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Mainland colony.  At mouth of Cave Creek.,California Current,,43.28267025,-124.3869966,0
2238,270-010,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Bluffs and rocks just north of Big Devil Gulch.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.28731981,-124.3883308,0
2239,270-009.2,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,"Mainland colony.  Cliffs bordered on north by landslide; immediately west of word ""Devils"" on 7.5 minute quad.",California Current,,43.29293866,-124.3906926,0
2240,270-009.3,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Mainland colony.  Located north or 270-009.2; on 7.5 minute quad, located between the ""E"" and ""N"" of the word "" SEVEN"" in Seven Devils.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.29748579,-124.3921618,0
